Mixed Prime,000247,p=1,v=5,"1-2^-3-4^ 3-5",3,17,21,89,143,509,955,3025,
Mixed Prime,000248,p=1,v=5,"1-2-3-5^-4-2",3,17,21,93,163,605,1305,4293,
Mixed Prime,000249,p=1,v=5,"1^-2^-3-4 3-5",3,17,21,97,163,629,1291,4385,
Mixed Prime,000250,p=1,v=5,"1-2-3^-5-4-2",3,17,21,101,163,653,1277,4485,
Mixed Prime,000251,p=1,v=5,"1-2-3-4^-5-3",3,17,27,97,213,653,1641,4753,
Mixed Prime,000252,p=1,v=5,"1^-2-3-4=5",3,17,27,101,223,713,1823,5477,
Mixed Prime,000253,p=1,v=5,"1-2^-3-4-5-3",3,17,27,105,213,701,1641,4961,
Mixed Prime,000254,p=1,v=5,"1-2-3-4-5-3 2-5",3,17,33,109,283,845,2397,7077,
Mixed Prime,000255,p=1,v=5,"1-2^-3-4^-5",3,19,21,87,133,445,815,2415,
Mixed Prime,000256,p=1,v=5,"1-2^-3^-4-5",3,19,21,111,153,697,1123,4511,
Mixed Prime,000257,p=1,v=5,"1^-2-3=4-5",3,19,21,115,173,799,1501,5955,
Mixed Prime,000258,p=1,v=5,"1-2-4=5-3-1",3,19,21,119,193,901,1879,7407,
Mixed Prime,000259,p=1,v=5,"1^^-2-3-4-5",3,19,21,119,173,829,1487,6127,
Mixed Prime,000260,p=1,v=5,"1-2-3=4-5^",3,19,21,123,173,859,1473,6307,
Mixed Prime,000261,p=1,v=5,"1-2-3^-4-2 4-5",3,19,27,103,213,661,1599,4591,
